CASE;LASTPAGE;TIME_RSI;Alter;KIattention;Ehrlichkeit_Rohwert;DS01;Erwerbstaetigkeit;Geschlecht;SD_Branche;SD_Branche_andere;SD_Leitung;BeruflicheBildung;SD_BeruflicheBildung_sonstiges;KIHaeufigkeit_privateNutzung;KIZeitraumPrivateNutzung;KI_beruflicheNutzung;KI_ZufriedenhMA;KI07_11a;KI12_07a;KISUWunsch;KIUFoerderung;KIWunsch_Guideline;KIWunsch_keineU;KIWunsch_Schulung;KIWunsch_Sonstiges;KIWunsch_UseCase;KIWunsch_Vernetzung;KIWunsch_Zugang;KIZweck;KIZweck_Bericht;KIZweck_Brain;KIZweck_Datenanalyse;KIZweck_Kreativ;KIZweck_Program;KIZweck_Recherche;KIZweck_Sonstiges;KIZweck_Tech;KIZweck_TechSup;KIZweck_Text;KIpos_01;KIpos_02;KIpos_04;KIpos_05;KIpos_07;KIpos_11;KIpos_12;KIpos_13;KIpos_14;KIpos_16;KIpos_17;KIpos_18;KIneg_03;KIneg_06;KIneg_08;KIneg_09;KIneg_10;KIneg_15;KIneg_19;KIneg_20;PMoffen1;PMoffen2;PMoffen3;PMoffen4;PMoffen5;PMoffen6;PMoffen7;PMoffen8;PMoffen9;PMoffen10;PMgewissen1;PMgewissen2;PMgewissen3;PMgewissen4;PMgewissen5;PMgewissen6;PMgewissen7;PMgewissen8;PMgewissen9;PMgewissen10;PMextra1;PMextra2;PMextra3;PMextra4;PMextra5;PMextra6;PMextra7;PMextra8;PMextra9;PMextra10;PMvertrag1;PMvertrag2;PMvertrag3;PMvertrag4;PMvertrag5;PMvertrag6;PMvertrag7;PMvertrag8;PMvertrag9;PMvertrag10;PMneuro1;PMneuro2;PMneuro3;PMneuro4;PMneuro5;PMneuro6;PMneuro7;PMneuro8;PMneuro9;PMneuro10;PMleistung1;PMleistung2;PMleistung3;PMleistung4;PMleistung5;PMleistung6;PMmacht1;PMmacht2;PMmacht3;PMmacht4;PMmacht5;PMmacht6;PMsicher1;PMsicher2;PMsicher3;PMsicher4;PMsicher5;PMsicher6;PMehrlich1;PMehrlich2;PMehrlich3;PMehrlich4;Offenheit;Gewissenhaftigkeit;Extraversion;Verträglichkeit;Neurotizismus;Leistungsmotiv;Machtmotiv;Sicherheitsmotiv;GAAIS_positiv;GAAIS_negativ;Offenheit_MEAN;Gewissenhaftigkeit_MEAN;Extraversion_MEAN;Verträglichkeit_MEAN;Neurotizismus_MEAN;Leistung_MEAN;Macht_MEAN;Sicherheit_MEAN;Ehrlichkeit_MEAN;GAAIS_negativ_MEAN;GAAIS_positiv_MEAN
423;13;,71;34;4;11;2;1;2;7; ;1;4; ;1; ;3;2; ; ;2;2;2;1;2;1;1;1;1;2;1;1;2;1;1;1;1;1;1;2;3;3;2;4;2;3;4;4;4;4;2;2;2;2;1;3;2;2;2;2;2;3;2;2;3;3;2;3;2;2;2;2;1;2;3;3;3;3;2;2;3;2;2;2;3;4;2;1;2;2;4;3;3;4;2;4;3;3;3;4;3;4;2;3;3;2;2;3;2;4;2;2;2;2;2;2;1;1;1;1;2;1;3;4;3;4;4;4;3;2;3;3;21;23;23;33;28;12;7;22;37;16;2,33333333333333;2,3;2,3;3,3;2,8;2;1,16666666666667;3,66666666666667;2,75;2;3,08333333333333
454;13;,98;28;4;11;2;1;2;4; ;1;4; ;5;3;3;3; ; ;1; ;1;2;1;1;1;1;1;3;2;2;1;1;1;1;1;1;1;2;2;4;3;4;3;3;4;3;4;3;3;3;3;2;2;2;2;2;3;3;3;4;3;2;2;3;3;3;3;3;3;3;4;3;3;3;3;2;2;2;4;3;4;3;2;3;2;3;3;3;3;3;3;4;3;3;2;2;4;4;2;3;4;4;4;4;3;3;4;4;3;2;1;2;1;1;1;1;1;1;1;2;4;4;3;4;4;4;2;3;3;3;27;28;30;31;35;10;7;23;39;19;3;2,8;3;3,1;3,5;1,66666666666667;1,16666666666667;3,83333333333333;2,75;2,375;3,25
460;13;1,36;32;4;11;2;1;2;4; ;1;2; ;1; ;1;3; ; ;2;-1;2;1;1;1;2;1;1; ; ; ; ; ; ; ; ; ; ; ;2;3;4;3;3;4;4;4;4;3;2;3;2;2;3;1;2;2;2;2;3;3;3;2;1;3;4;2;2;3;4;4;1;3;3;4;3;4;2;2;3;4;4;2;4;4;3;2;3;3;4;4;4;4;3;3;4;3;4;4;4;4;4;4;4;4;3;4;4;4;2;1;1;2;1;3;1;2;1;1;1;1;3;4;3;2;3;4;1;4;3;3;25;30;32;37;39;10;7;19;39;16;2,77777777777778;3;3,2;3,7;3,9;1,66666666666667;1,16666666666667;3,16666666666667;2,75;2;3,25
462;13;1,28;36;4;11;2;1;2;8;Chemie;1;5;Industriefachwirt;5;1;5;3; ; ;2; ;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;2;2;4;4;5;4;4;5;4;4;2;4;4;3;2;4;2;4;4;2;3;3;3;3;2;2;3;1;2;2;3;3;3;2;2;3;3;3;3;2;2;4;3;3;2;4;4;3;3;4;4;3;3;3;3;3;3;3;2;3;3;3;2;2;2;2;2;1;2;2;2;3;2;2;2;3;2;1;3;2;2;2;2;2;3;3;3;2;3;2;2;4;3;22;26;34;29;20;14;12;16;46;24;2,44444444444444;2,6;3,4;2,9;2;2,33333333333333;2;2,66666666666667;2,75;3;3,83333333333333
472;13;1,09;29;4;11;2;1;1;2; ;1;4; ;4;3;3;1; ; ;5; ;2;1;2;1;2;2;2;2;1;1;2;1;1;2;1;1;1;1;5;5;5;5;5;5;5;4;5;4;5;5;3;2;2;2;2;3;2;1;3;4;4;3;3;4;3;4;3;4;3;4;1;3;4;4;3;2;3;1;3;4;3;2;1;2;3;2;3;2;4;4;4;3;3;4;2;3;4;3;2;2;4;3;4;3;3;3;3;3;4;3;1;2;4;1;4;3;3;2;3;1;3;3;2;3;3;3;2;4;2;3;32;28;25;34;30;15;16;17;58;17;3,55555555555556;2,8;2,5;3,4;3;2,5;2,66666666666667;2,83333333333333;2,75;2,125;4,83333333333333
509;13;1,48;25;4;11;2;1;2;4; ;1;4; ;3;1;3;3; ; ;2; ;1;1;1;1;2;1;2;3;1;2;1;1;1;1;1;1;2;2;3;4;1;5;4;4;5;4;4;3;4;4;2;2;4;4;3;4;4;4;4;4;3;4;3;4;4;4;4;4;4;3;3;2;4;4;3;3;3;3;4;4;4;3;2;2;3;3;4;4;4;4;4;4;3;4;3;4;4;4;2;2;3;1;3;2;2;2;2;1;3;3;2;3;1;1;2;3;3;3;3;3;4;4;4;2;3;2;2;3;3;3;35;32;33;38;20;13;17;19;45;27;3,88888888888889;3,2;3,3;3,8;2;2,16666666666667;2,83333333333333;3,16666666666667;2,75;3,375;3,75
549;13;,73;51;4;11;2;1;2;7; ;2;4; ;4;3;5;3; ; ;2; ;1;1;1;1;2;2;1;4;1;1;1;2;1;2;1;1;2;2;2;4;4;4;4;4;5;4;4;5;4;4;3;3;2;4;2;1;3;3;2;4;3;1;2;3;2;2;3;3;4;3;2;3;3;4;3;3;3;2;2;2;3;3;2;2;1;1;3;2;3;3;3;3;2;3;3;4;4;3;3;3;3;3;2;4;3;3;3;4;4;4;3;4;3;3;2;2;2;2;2;2;3;3;3;4;3;4;2;3;3;3;23;30;21;31;31;21;12;20;48;21;2,55555555555556;3;2,1;3,1;3,1;3,5;2;3,33333333333333;2,75;2,625;4
560;13;,82;66;4;11;2;1;1;7; ;2;4; ;4;2;3;2; ; ;4; ;2;1;2;1;2;2;1;5;2;1;2;1;1;2;1;1;2;2;3;5;4;5;5;4;5;5;5;1;5;5;3;2;2;3;3;3;3;3;2;3;4;2;3;3;4;4;4;3;4;3;3;3;2;2;2;2;2;1;3;1;3;2;3;3;2;2;2;2;3;3;3;3;3;4;3;2;4;2;3;3;2;4;4;4;2;3;4;3;4;4;3;3;3;1;1;1;1;2;2;2;3;4;3;4;4;3;3;2;2;4;29;24;23;30;32;18;9;21;52;22;3,22222222222222;2,4;2,3;3;3,2;3;1,5;3,5;2,75;2,75;4,33333333333333
590;13;1,13;27;4;11;2;1;2;2; ;2;2; ;5;2;5;4; ; ;2; ;2;1;1;1;1;1;2;5;1;2;2;1;1;2;1;1;2;2;2;4;4;5;4;4;5;4;5;4;4;5;2;2;2;4;1;4;4;3;4;4;4;3;4;4;4;4;4;4;3;4;1;3;3;4;3;2;3;2;3;4;4;3;2;3;3;2;4;4;3;3;3;4;3;3;3;2;4;3;1;2;3;2;3;2;1;2;2;2;3;3;2;2;2;1;2;2;3;2;3;3;3;4;3;3;2;3;2;3;3;3;35;28;32;31;20;13;15;18;50;22;3,88888888888889;2,8;3,2;3,1;2;2,16666666666667;2,5;3;2,75;2,75;4,16666666666667
593;13;,74;58;4;11;2;1;1;6; ;2;3; ;5;3;5;3; ; ;1; ;1;2;1;1;1;1;1;5;2;1;2;2;1;2;1;1;1;2;3;4;4;4;5;4;5;4;5;4;4;5;3;2;3;2;2;4;4;3;3;3;1;3;2;4;2;3;3;2;4;3;2;2;3;3;2;3;3;2;3;1;2;2;2;2;2;2;2;3;4;3;3;4;3;4;3;3;3;3;1;1;2;3;2;2;1;1;2;2;2;3;3;3;4;3;4;4;3;3;3;3;3;4;3;4;4;4;3;2;3;3;24;27;21;33;17;18;20;22;51;23;2,66666666666667;2,7;2,1;3,3;1,7;3;3,33333333333333;3,66666666666667;2,75;2,875;4,25
620;13;1,76;31;4;11;2;1;1;6; ;1;2; ;5;3;5;3; ; ;3; ;1;1;2;1;1;2;2;6;2;2;2;2;1;1;1;1;2;2;4;4;4;2;4;3;4;4;3;4;2;5;3;3;4;2;2;4;5;3;2;2;3;2;2;4;2;1;2;3;4;4;1;2;3;3;3;3;2;2;3;4;2;2;2;3;3;3;4;2;4;4;4;4;4;2;4;4;4;3;3;3;2;3;3;2;2;2;2;3;2;4;2;4;3;3;4;2;2;2;3;1;3;2;3;3;3;3;2;3;2;4;21;27;28;37;25;18;14;17;43;26;2,33333333333333;2,7;2,8;3,7;2,5;3;2,33333333333333;2,83333333333333;2,75;3,25;3,58333333333333
622;13;1;42;4;11;2;1;1;5; ;2;4; ;5;4;5;3; ; ;2; ;1;1;2;1;1;1;2;5;2;2;2;1;2;1;1;1;2;1;4;4;4;4;4;4;4;4;4;4;4;4;2;4;4;4;4;4;3;2;2;3;3;2;3;3;2;3;3;3;2;3;2;3;3;3;2;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;3;2;1;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;3;3;3;3;3;3;2;3;3;3;24;27;29;30;20;11;10;18;48;27;2,66666666666667;2,7;2,9;3;2;1,83333333333333;1,66666666666667;3;2,75;3,375;4
675;13;,94;39;4;11;2;1;1;7; ;2;4; ;2;2;1;1; ;Gar keine. Bleibt einfach weg mit dem Scheiß!;1; ;1;1;1;2;1;1;1; ; ; ; ; ; ; ; ; ; ; ;2;2;1;1;1;1;1;2;1;1;1;2;2;1;2;1;1;1;1;1;2;3;2;2;4;3;1;4;4;4;4;4;3;3;4;4;4;4;3;2;3;2;3;1;3;2;3;2;3;2;4;4;4;4;4;4;4;4;2;3;2;2;3;2;3;2;1;2;1;2;2;1;1;1;1;1;1;3;2;2;4;4;4;4;3;3;4;3;2;4;3;2;25;35;24;37;20;7;16;21;16;10;2,77777777777778;3,5;2,4;3,7;2;1,16666666666667;2,66666666666667;3,5;2,75;1,25;1,33333333333333
709;13;,91;28;4;11;2;1;2;4; ;1;2; ;5;1;4;3; ; ;2; ;1;1;1;1;2;1;2;4;1;1;1;2;1;2;1;1;2;2;4;4;4;4;5;4;5;2;4;4;4;3;3;4;4;3;2;4;3;4;3;3;2;3;2;4;2;2;2;2;4;3;1;3;3;3;3;4;3;2;2;2;3;2;2;2;2;2;3;3;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;2;3;3;3;3;4;2;2;2;2;3;3;2;4;4;3;3;4;4;2;3;3;3;23;29;23;33;28;18;14;22;47;27;2,55555555555556;2,9;2,3;3,3;2,8;3;2,33333333333333;3,66666666666667;2,75;3,375;3,91666666666667
716;13;1,3;36;4;11;2;1;1;6; ;1;4; ;5;3;5;2; ; ;1; ;1;1;1;1;1;1;2;7;2;2;2;2;1;2;1;1;2;2;5;5;5;5;5;5;5;5;5;3;5;5;5;5;5;4;5;5;5;4;4;4;2;4;4;4;4;3;4;4;4;4;4;4;4;2;4;3;2;4;3;4;4;3;2;3;3;1;4;4;2;3;2;3;3;3;1;2;3;3;1;1;1;1;2;3;2;1;2;2;4;2;2;3;4;1;1;1;1;1;3;3;3;1;1;3;1;2;2;3;2;4;33;35;31;25;16;16;10;11;58;38;3,66666666666667;3,5;3,1;2,5;1,6;2,66666666666667;1,66666666666667;1,83333333333333;2,75;4,75;4,83333333333333
718;13;,92;32;4;11;2;1;1;5; ;1;4; ;2;3;4;3; ; ;1; ;1;1;1;1;1;1;2;3;1;1;2;1;2;1;1;1;2;1;1;2;2;1;3;2;4;2;4;1;2;4;1;1;2;4;2;2;2;1;3;4;2;3;3;3;3;4;3;3;3;3;1;1;3;3;1;1;2;2;2;2;2;1;2;2;2;1;2;2;4;4;4;4;4;4;3;4;3;3;2;3;3;4;4;3;4;3;3;3;3;2;1;1;1;2;1;2;1;1;2;2;1;3;3;3;3;4;3;3;3;2;28;20;18;37;32;10;9;17;28;15;3,11111111111111;2;1,8;3,7;3,2;1,66666666666667;1,5;2,83333333333333;2,75;1,875;2,33333333333333
720;13;1,14;52;4;11;2;1;1;7; ;2;4; ;5;3;4;3; ; ;1; ;1;1;1;1;2;1;1;5;1;2;2;2;1;2;1;1;2;1;2;4;4;4;5;4;5;3;4;4;4;5;3;3;4;3;3;5;5;4;3;4;3;2;3;4;2;3;4;2;4;3;3;3;2;2;2;2;2;3;3;3;3;3;4;4;2;1;4;3;3;4;2;4;3;4;3;2;3;3;3;2;1;3;3;2;1;2;2;3;3;3;2;3;3;2;2;2;2;1;2;1;3;3;2;3;3;3;2;2;3;4;27;26;30;31;22;16;10;17;48;30;3;2,6;3;3,1;2,2;2,66666666666667;1,66666666666667;2,83333333333333;2,75;3,75;4
763;13;1,17;31;4;11;2;1;1;6; ;2;3; ;2;1;1;2; ; ;1; ;1;2;1;1;1;1;1; ; ; ; ; ; ; ; ; ; ; ;1;3;4;4;2;3;4;4;4;3;4;2;3;3;2;2;2;2;4;3;2;2;2;2;3;3;1;2;3;3;4;3;1;4;4;3;3;4;3;2;3;3;3;2;3;3;2;4;3;3;3;4;3;3;3;3;2;3;2;2;2;2;3;3;4;2;3;2;2;3;2;2;2;2;2;2;3;2;2;2;3;2;3;4;3;3;3;3;3;2;3;3;20;31;29;28;26;12;14;19;38;21;2,22222222222222;3,1;2,9;2,8;2,6;2;2,33333333333333;3,16666666666667;2,75;2,625;3,16666666666667
773;13;,81;37;4;11;2;1;1;3; ;2;2; ;3;3;4;3; ; ;1; ;1;1;1;1;1;1;2;5;1;2;2;1;1;2;1;1;2;2;2;4;4;5;5;5;5;2;4;4;4;5;3;2;4;3;1;3;2;3;3;4;1;3;4;4;2;3;4;3;3;3;2;3;4;3;2;3;2;2;3;3;2;3;3;3;1;1;4;3;3;3;3;3;3;3;2;3;4;4;2;2;1;2;2;1;1;2;1;2;4;2;2;3;3;2;3;3;2;2;3;2;2;3;2;2;2;2;3;3;3;2;27;27;26;31;16;16;15;13;49;21;3;2,7;2,6;3,1;1,6;2,66666666666667;2,5;2,16666666666667;2,75;2,625;4,08333333333333
783;13;,53;41;4;11;2;1;1;2; ;2;4; ;3;3;2;3; ; ;1; ;1;2;1;1;1;1;1;2;1;2;1;1;1;2;1;1;1;1;4;4;2;4;4;3;4;4;4;2;4;3;4;2;4;3;3;3;3;4;3;3;2;2;2;3;1;1;2;2;2;2;2;2;2;1;2;2;3;3;2;2;3;2;2;2;3;2;1;2;2;3;2;3;2;2;2;1;3;3;2;2;2;2;2;1;2;2;2;2;3;3;2;3;3;2;2;2;2;2;2;3;3;3;2;3;3;3;3;3;2;3;19;21;21;23;19;16;13;17;42;26;2,11111111111111;2,1;2,1;2,3;1,9;2,66666666666667;2,16666666666667;2,83333333333333;2,75;3,25;3,5
808;13;1,15;38;4;11;2;1;2;6; ;1;2; ;2;1;2;3; ; ;2; ;1;1;2;1;2;1;1;5;1;1;1;2;1;2;1;2;2;2;3;4;1;4;4;3;4;2;4;3;3;4;3;3;3;4;3;3;2;2;3;4;1;2;4;2;1;2;2;4;4;4;2;4;3;2;3;3;2;2;4;4;3;3;4;4;3;2;4;3;4;4;4;3;3;4;3;3;3;3;2;2;2;4;4;3;2;2;3;2;4;4;2;3;3;2;2;3;2;2;3;3;3;4;3;3;3;3;3;3;1;4;21;29;34;34;26;18;15;19;39;23;2,33333333333333;2,9;3,4;3,4;2,6;3;2,5;3,16666666666667;2,75;2,875;3,25
346;13;1,14;34;4;12;2;1;1;7; ;2;3; ;3;2;3;2; ; ;2; ;1;1;1;1;2;1;2;3;1;2;1;2;1;2;1;1;1;1;4;4;4;5;4;4;4;3;4;3;3;4;3;3;4;4;3;2;3;2;3;3;3;3;2;3;3;3;3;3;3;3;2;3;3;2;3;4;3;2;3;3;3;3;2;2;3;2;3;3;4;3;3;3;3;3;2;2;3;3;2;2;3;3;4;2;2;3;2;2;3;3;3;3;3;3;2;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;27;28;27;29;25;18;16;18;46;24;3;2,8;2,7;2,9;2,5;3;2,66666666666667;3;3;3;3,83333333333333
350;13;1,16;20;4;12;2;1;2;8;Handwerk im Büro;2;4; ;4;2;3;3; ; ;1; ;1;2;1;1;1;1;1;3;1;1;1;1;1;2;1;1;2;2;3;4;4;5;4;4;5;2;4;4;4;4;3;2;2;5;2;4;5;3;3;3;3;3;3;3;1;1;1;1;3;2;2;3;3;2;2;2;2;2;4;3;4;1;4;4;4;1;3;4;4;4;4;3;4;4;2;4;4;4;3;2;3;4;3;3;3;2;3;3;2;1;2;1;1;1;1;1;1;2;1;2;2;4;4;4;3;4;3;2;4;3;19;23;32;37;29;8;8;21;47;26;2,11111111111111;2,3;3,2;3,7;2,9;1,33333333333333;1,33333333333333;3,5;3;3,25;3,91666666666667
362;13;,95;32;4;12;2;1;2;7; ;1;4; ;3;1;3;1; ; ;4; ;2;1;2;1;2;1;2;2;1;1;1;1;1;2;1;1;1;2;4;4;4;3;4;4;4;3;5;4;4;4;3;1;3;5;1;4;5;2;2;4;1;4;4;3;3;4;2;3;4;3;2;3;4;4;2;3;2;2;3;2;3;1;2;3;2;1;3;2;3;3;3;2;3;3;3;3;4;2;3;3;4;4;3;3;4;3;4;3;4;2;1;1;3;1;1;1;1;1;1;2;4;4;4;4;4;4;3;2;4;3;26;29;22;29;34;12;7;24;47;24;2,88888888888889;2,9;2,2;2,9;3,4;2;1,16666666666667;4;3;3;3,91666666666667
382;13;1,49;32;4;12;2;1;2;4; ;1;3; ;2;3;2;3; ; ;1; ;1;2;1;1;1;1;1;3;1;1;1;2;1;2;1;1;1;2;1;3;3;3;2;3;3;2;3;3;3;2;4;3;3;4;3;3;3;3;2;3;1;1;2;2;1;1;2;3;4;4;4;4;3;3;4;3;3;3;3;3;2;1;3;2;1;1;3;3;4;4;4;4;4;4;2;4;3;3;2;2;1;3;3;2;1;1;2;2;3;1;2;2;3;1;2;2;1;2;2;2;3;4;4;3;4;4;3;2;3;4;16;35;22;36;19;12;11;22;31;26;1,77777777777778;3,5;2,2;3,6;1,9;2;1,83333333333333;3,66666666666667;3;3,25;2,58333333333333
390;13;1,38;26;4;12;2;1;2;1; ;2;3; ;4;3;1;2; ; ;1; ;1;2;1;1;1;1;1; ; ; ; ; ; ; ; ; ; ; ;1;3;3;4;4;4;4;3;4;2;2;1;2;2;2;1;1;2;1;3;2;2;2;2;4;3;2;2;3;2;3;4;1;4;4;2;4;3;3;3;2;4;2;3;2;1;1;1;2;2;3;4;4;3;4;4;2;3;2;2;1;1;2;4;2;3;2;3;2;1;3;2;2;3;2;1;1;1;1;1;2;1;4;3;2;4;2;4;3;3;2;4;20;31;20;31;21;13;7;19;35;14;2,22222222222222;3,1;2;3,1;2,1;2,16666666666667;1,16666666666667;3,16666666666667;3;1,75;2,91666666666667
458;13;1,56;35;4;12;2;1;2;6; ;2;4; ;4;1;4;4;Übersetzung; ;2; ;1;1;1;1;2;1;2;3;1;2;1;1;1;1;2;1;2;1;4;5;4;5;5;5;5;5;5;5;3;4;3;3;4;2;2;2;3;2;2;2;1;2;3;2;2;3;2;4;4;4;2;2;4;4;4;4;2;3;2;3;1;3;1;3;1;1;3;2;4;3;4;3;2;4;2;3;4;3;3;3;3;3;4;3;3;3;3;3;4;3;2;3;3;1;3;3;2;2;4;2;4;4;4;4;4;4;1;4;4;3;20;33;20;32;31;16;16;24;55;21;2,22222222222222;3,3;2;3,2;3,1;2,66666666666667;2,66666666666667;4;3;2,625;4,58333333333333
537;13;1;30;4;12;2;1;2;8;Beratungsfirma;1;2; ;3;1;4;3; ; ;1; ;1;2;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;3;2;4;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;3;3;2;3;1;3;3;3;2;2;2;2;2;2;3;2;2;2;2;2;3;3;3;2;3;4;2;1;3;3;3;3;3;4;3;3;3;3;4;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;3;4;3;3;3;3;3;3;3;3;24;21;27;32;20;12;13;19;41;30;2,66666666666667;2,1;2,7;3,2;2;2;2,16666666666667;3,16666666666667;3;3,75;3,41666666666667
539;13;1,11;34;4;12;2;1;1;5; ;1;4; ;5;3;5;3; ; ;1; ;1;2;1;1;1;1;1;4;1;1;1;1;2;2;1;2;2;1;4;4;3;4;4;2;3;4;4;4;3;4;3;3;3;4;2;4;3;3;3;3;2;4;4;3;2;2;3;4;3;3;2;3;4;4;3;3;3;2;4;4;4;2;4;4;2;2;3;4;3;3;4;4;3;3;2;3;4;4;3;2;2;4;3;2;1;1;1;3;2;2;1;2;1;1;1;2;1;1;2;1;3;3;2;4;2;4;3;4;3;2;26;30;33;33;22;9;8;18;43;25;2,88888888888889;3;3,3;3,3;2,2;1,5;1,33333333333333;3;3;3,125;3,58333333333333
541;13;1,05;20;4;12;2;1;2;2; ;1;1; ;3;2;3;3; ; ;1; ;1;2;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;4;5;5;4;4;4;3;4;3;2;2;3;2;2;4;4;2;4;3;2;4;4;1;4;2;2;1;1;4;3;3;2;2;4;4;2;4;2;2;2;4;4;2;2;3;1;1;4;4;3;3;3;3;3;3;2;4;4;4;3;4;4;4;4;4;4;4;3;4;3;2;2;2;2;3;1;3;2;2;2;1;4;4;3;3;2;3;2;2;4;4;21;28;27;32;38;14;11;19;42;24;2,33333333333333;2,8;2,7;3,2;3,8;2,33333333333333;1,83333333333333;3,16666666666667;3;3;3,5
585;13;,94;21;4;12;2;1;3;8;freie Trägerschaft;1;4; ;1; ;1;1; ; ;1;2;1;2;1;1;1;1;1; ; ; ; ; ; ; ; ; ; ; ;3;2;2;1;1;1;4;2;2;2;1;1;1;1;1;2;1;1;1;2;2;4;2;3;3;4;4;3;4;3;4;4;3;3;4;4;3;4;3;2;2;2;2;2;1;3;2;2;3;2;4;3;4;3;3;3;3;2;3;1;3;4;3;4;4;4;3;3;2;4;4;4;2;3;2;1;3;3;2;2;2;3;4;4;3;4;4;4;2;3;3;4;29;34;21;29;34;16;15;23;22;10;3,22222222222222;3,4;2,1;2,9;3,4;2,66666666666667;2,5;3,83333333333333;3;1,25;1,83333333333333
610;13;1,07;34;4;12;2;1;1;8;Chemie-Industrie;2;4; ;3;3;4;2; ; ;4; ;1;1;2;1;2;2;2;6;1;1;2;2;2;2;1;2;1;2;3;4;3;5;5;5;5;3;5;3;4;5;2;1;5;4;4;5;2;5;4;4;1;3;4;3;1;4;4;4;4;4;2;1;3;1;1;2;2;1;2;3;2;1;1;1;1;2;2;3;4;4;3;4;4;4;2;4;4;4;2;1;2;3;3;1;1;2;3;1;3;2;2;2;3;1;3;3;1;2;3;1;3;3;2;3;3;3;3;3;3;3;28;21;18;37;19;13;13;17;50;28;3,11111111111111;2,1;1,8;3,7;1,9;2,16666666666667;2,16666666666667;2,83333333333333;3;3,5;4,16666666666667
621;13;1,48;34;4;12;2;1;1;5; ;1;2; ;5;3;5;2; ; ;5; ;2;1;2;1;2;2;2;8;2;2;2;2;2;2;1;1;2;2;5;5;5;5;5;5;5;5;5;5;4;5;1;2;3;2;1;1;2;1;3;3;2;4;3;3;2;3;3;2;3;3;4;3;4;2;3;4;3;3;4;2;3;1;3;2;3;1;3;3;4;4;3;3;3;4;2;3;4;3;3;3;4;3;4;4;4;3;4;4;4;3;3;2;3;1;1;2;2;1;3;1;4;3;3;4;3;3;3;3;2;4;25;32;25;33;36;16;10;20;59;13;2,77777777777778;3,2;2,5;3,3;3,6;2,66666666666667;1,66666666666667;3,33333333333333;3;1,625;4,91666666666667
648;13;,83;38;4;12;2;1;1;5; ;1;4; ;5;3;3;1; ; ;1; ;1;1;1;1;1;1;2;7;2;2;2;1;2;2;1;1;2;2;4;4;1;5;5;1;5;5;5;2;3;5;1;1;5;4;2;5;5;1;3;4;2;3;4;4;3;4;4;4;3;3;3;4;4;1;3;1;4;2;2;3;3;1;1;2;1;3;2;3;3;3;3;2;2;3;2;3;4;3;1;1;2;2;4;3;3;1;1;1;4;1;1;1;4;1;3;4;4;3;3;2;2;3;1;4;3;3;3;3;3;3;31;28;21;28;19;12;19;16;45;24;3,44444444444444;2,8;2,1;2,8;1,9;2;3,16666666666667;2,66666666666667;3;3;3,75
658;13;1,21;46;4;12;2;1;1;6; ;2;4; ;5;3;5;2; ; ;2; ;1;1;1;1;1;2;2;5;1;2;2;2;1;2;1;1;2;1;4;5;5;5;5;5;5;4;5;5;4;5;1;1;4;3;4;5;5;3;4;4;2;4;4;4;3;4;3;4;3;3;1;3;3;2;2;2;1;1;3;2;3;4;4;3;2;1;3;2;3;3;3;3;2;3;1;2;3;2;2;3;4;2;4;2;1;3;2;3;4;4;3;4;4;4;4;4;4;3;4;2;1;1;1;1;1;1;2;3;3;4;32;21;27;25;26;23;21;6;57;26;3,55555555555556;2,1;2,7;2,5;2,6;3,83333333333333;3,5;1;3;3,25;4,75
679;13;,65;37;4;12;2;1;2;6; ;1;4; ;3;2;2;3; ; ;1; ;1;1;1;1;2;1;1;2;1;1;2;1;1;1;1;1;1;2;5;4;4;5;4;4;5;5;5;3;3;4;4;3;5;4;4;4;4;4;3;3;3;3;2;4;2;1;1;3;4;4;3;3;2;1;3;3;2;3;4;3;4;2;4;4;3;1;3;3;4;4;3;4;4;3;4;3;4;3;1;2;2;2;2;2;1;2;2;2;3;3;2;2;3;2;1;2;1;1;1;2;3;4;3;3;3;3;3;2;3;4;23;28;31;36;18;15;8;19;51;32;2,55555555555556;2,8;3,1;3,6;1,8;2,5;1,33333333333333;3,16666666666667;3;4;4,25
702;13;,23;57;4;12;2;1;2;3; ;1;2; ;1; ;1;3; ; ;1;-1;1;2;1;1;1;1;1; ; ; ; ; ; ; ; ; ; ; ;1;5;4;5;2;5;5;4;4;4;4;2;3;2;1;1;1;1;1;1;2;2;1;3;2;3;1;1;1;2;4;3;2;3;2;3;2;3;2;2;3;1;2;2;3;3;3;1;2;2;3;3;4;4;3;3;2;3;3;3;2;2;2;3;3;2;2;2;3;3;3;2;2;2;2;1;1;2;2;2;1;2;3;4;3;3;3;4;3;3;3;3;16;26;22;31;24;12;10;20;45;11;1,77777777777778;2,6;2,2;3,1;2,4;2;1,66666666666667;3,33333333333333;3;1,375;3,75
754;13;1,22;28;4;12;2;1;1;1; ;1;4; ;4;2;4;3; ; ;1; ;1;2;1;1;1;1;1;4;2;1;2;1;2;1;1;1;1;2;1;5;1;4;5;5;4;2;4;4;4;3;5;1;3;3;2;5;5;2;3;2;1;3;1;3;1;2;4;2;3;2;1;2;4;2;2;4;3;2;2;1;1;1;1;1;1;1;2;1;1;1;2;4;2;4;4;1;2;1;2;2;3;4;4;2;3;4;2;2;4;1;1;1;4;1;1;1;2;1;2;2;3;3;1;3;1;2;2;4;2;4;21;25;12;22;28;12;9;13;42;26;2,33333333333333;2,5;1,2;2,2;2,8;2;1,5;2,16666666666667;3;3,25;3,5
757;13;,49;27;4;12;2;1;1;8;Bauwesen;1;2; ;2;2;1;3; ; ;2; ;2;1;2;1;1;1;1; ; ; ; ; ; ; ; ; ; ; ;4;4;4;4;3;4;4;3;4;2;4;3;3;2;3;3;2;5;1;3;2;4;2;2;3;3;1;2;1;3;4;4;2;2;2;2;3;3;2;2;4;4;3;2;3;4;3;1;4;3;4;3;3;4;3;3;2;2;3;3;2;2;3;4;2;3;2;3;2;2;3;2;2;2;2;1;1;2;2;1;2;1;4;3;2;3;4;4;2;3;3;4;20;26;31;30;25;12;9;20;43;22;2,22222222222222;2,6;3,1;3;2,5;2;1,5;3,33333333333333;3;2,75;3,58333333333333
