CASE;LASTPAGE;TIME_RSI;Alter;KIattention;Ehrlichkeit_Rohwert;DS01;Erwerbstaetigkeit;Geschlecht;SD_Branche;SD_Branche_andere;SD_Leitung;BeruflicheBildung;SD_BeruflicheBildung_sonstiges;KIHaeufigkeit_privateNutzung;KIZeitraumPrivateNutzung;KI_beruflicheNutzung;KI_ZufriedenhMA;KI07_11a;KI12_07a;KISUWunsch;KIUFoerderung;KIWunsch_Guideline;KIWunsch_keineU;KIWunsch_Schulung;KIWunsch_Sonstiges;KIWunsch_UseCase;KIWunsch_Vernetzung;KIWunsch_Zugang;KIZweck;KIZweck_Bericht;KIZweck_Brain;KIZweck_Datenanalyse;KIZweck_Kreativ;KIZweck_Program;KIZweck_Recherche;KIZweck_Sonstiges;KIZweck_Tech;KIZweck_TechSup;KIZweck_Text;KIpos_01;KIpos_02;KIpos_04;KIpos_05;KIpos_07;KIpos_11;KIpos_12;KIpos_13;KIpos_14;KIpos_16;KIpos_17;KIpos_18;KIneg_03;KIneg_06;KIneg_08;KIneg_09;KIneg_10;KIneg_15;KIneg_19;KIneg_20;PMoffen1;PMoffen2;PMoffen3;PMoffen4;PMoffen5;PMoffen6;PMoffen7;PMoffen8;PMoffen9;PMoffen10;PMgewissen1;PMgewissen2;PMgewissen3;PMgewissen4;PMgewissen5;PMgewissen6;PMgewissen7;PMgewissen8;PMgewissen9;PMgewissen10;PMextra1;PMextra2;PMextra3;PMextra4;PMextra5;PMextra6;PMextra7;PMextra8;PMextra9;PMextra10;PMvertrag1;PMvertrag2;PMvertrag3;PMvertrag4;PMvertrag5;PMvertrag6;PMvertrag7;PMvertrag8;PMvertrag9;PMvertrag10;PMneuro1;PMneuro2;PMneuro3;PMneuro4;PMneuro5;PMneuro6;PMneuro7;PMneuro8;PMneuro9;PMneuro10;PMleistung1;PMleistung2;PMleistung3;PMleistung4;PMleistung5;PMleistung6;PMmacht1;PMmacht2;PMmacht3;PMmacht4;PMmacht5;PMmacht6;PMsicher1;PMsicher2;PMsicher3;PMsicher4;PMsicher5;PMsicher6;PMehrlich1;PMehrlich2;PMehrlich3;PMehrlich4;Offenheit;Gewissenhaftigkeit;Extraversion;Verträglichkeit;Neurotizismus;Leistungsmotiv;Machtmotiv;Sicherheitsmotiv;GAAIS_positiv;GAAIS_negativ;Offenheit_MEAN;Gewissenhaftigkeit_MEAN;Extraversion_MEAN;Verträglichkeit_MEAN;Neurotizismus_MEAN;Leistung_MEAN;Macht_MEAN;Sicherheit_MEAN;Ehrlichkeit_MEAN;GAAIS_negativ_MEAN;GAAIS_positiv_MEAN
774;13;1,17;39;4;12;2;1;1;8;Immobilien und Energie;2;4; ;5;1;5;4; ; ;2; ;2;1;2;1;1;1;1;3;2;1;2;1;1;2;1;1;1;1;3;4;5;5;5;5;5;3;4;3;4;5;3;2;3;2;2;4;3;5;4;4;4;3;4;4;3;1;3;4;4;4;1;4;4;4;3;4;3;2;4;4;4;2;2;4;4;4;4;4;4;4;4;4;3;4;2;3;4;3;1;1;2;1;4;2;1;1;1;1;3;3;2;3;2;1;1;4;1;1;4;1;2;4;2;1;1;3;2;4;3;3;30;33;36;35;15;14;12;13;51;24;3,33333333333333;3,3;3,6;3,5;1,5;2,33333333333333;2;2,16666666666667;3;3;4,25
784;13;1,22;32;4;12;2;1;1;8;Telekommunikation;1;4; ;4;3;4;3; ; ;1; ;1;1;1;1;2;1;1;3;1;1;1;1;1;2;1;1;2;2;3;4;4;4;4;4;4;4;4;3;5;4;4;3;4;4;3;4;5;4;3;3;4;2;3;3;1;1;1;3;4;4;2;3;4;3;2;4;3;3;3;3;3;2;2;2;3;3;2;3;3;4;3;3;4;4;2;3;3;3;2;2;2;3;3;2;2;3;3;2;3;2;1;3;3;1;1;2;1;1;2;2;3;4;3;2;2;3;2;3;3;4;21;32;26;32;24;13;9;17;47;31;2,33333333333333;3,2;2,6;3,2;2,4;2,16666666666667;1,5;2,83333333333333;3;3,875;3,91666666666667
792;13;1,22;27;4;12;2;1;2;6; ;1;2; ;3;1;2;2; ; ;1; ;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;4;4;3;5;4;4;4;4;4;3;3;3;3;3;3;2;3;2;2;2;3;3;2;2;3;3;2;2;2;3;3;3;3;3;3;3;3;3;3;2;4;3;3;3;3;3;3;2;4;3;3;3;3;3;3;3;2;4;4;3;3;3;3;3;4;4;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;22;29;31;31;32;19;17;18;45;20;2,44444444444444;2,9;3,1;3,1;3,2;3,16666666666667;2,83333333333333;3;3;2,5;3,75
913;13;1,55;32;4;12;2;1;2;6; ;1;4; ;5;3;3;3; ; ;3; ;1;1;2;1;2;1;2;2;1;1;1;1;1;2;1;1;1;2;2;4;4;4;4;4;4;4;4;4;4;4;4;2;4;4;4;4;4;4;3;3;2;2;2;3;1;2;2;3;2;2;2;2;2;3;4;3;2;2;3;2;3;2;2;2;2;2;2;2;4;3;3;3;3;3;3;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;2;2;2;2;2;2;2;3;3;2;3;3;3;3;3;3;3;21;24;22;29;30;16;12;17;46;30;2,33333333333333;2,4;2,2;2,9;3;2,66666666666667;2;2,83333333333333;3;3,75;3,83333333333333
914;13;1,44;50;4;12;2;1;1;1; ;2;3; ;5;2;5;4; ; ;1; ;1;2;1;1;1;1;1;4;1;2;2;1;1;2;1;1;1;2;4;5;4;4;4;4;5;4;5;4;4;5;3;1;4;3;1;4;4;5;3;3;2;3;2;4;3;3;4;2;4;3;2;2;3;3;2;3;3;2;3;1;2;3;2;2;2;2;3;2;4;3;3;4;2;3;4;2;2;4;2;3;1;3;2;2;1;1;2;2;3;3;2;3;3;3;3;4;3;3;3;2;3;3;3;3;3;4;3;3;3;3;27;27;22;31;19;17;18;19;52;25;3;2,7;2,2;3,1;1,9;2,83333333333333;3;3,16666666666667;3;3,125;4,33333333333333
923;13;1,53;36;4;12;2;1;1;6; ;1;2; ;5;3;4;3; ; ;1; ;2;1;1;1;1;1;1;6;1;2;2;2;1;2;1;1;2;2;5;4;4;4;5;4;4;4;4;4;4;4;4;2;4;4;4;4;4;4;2;3;2;2;2;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;3;3;3;2;3;2;3;2;2;2;2;2;2;2;2;2;2;2;3;3;2;2;3;3;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;23;30;21;25;21;15;12;18;50;30;2,55555555555556;3;2,1;2,5;2,1;2,5;2;3;3;3,75;4,16666666666667
421;13;,91;34;4;13;2;1;1;7; ;1;3; ;4;3;3;3; ; ;2; ;1;1;2;1;1;2;1;4;1;2;1;2;1;2;1;1;1;2;4;4;1;4;4;2;4;3;4;4;2;4;1;2;2;2;2;2;3;1;2;3;2;2;3;3;2;4;3;3;4;3;1;3;3;3;3;2;3;2;2;1;2;2;2;2;2;2;3;2;3;2;3;3;3;3;2;2;3;2;3;3;3;4;4;3;3;3;2;3;4;3;2;3;3;2;1;2;2;1;2;2;3;4;3;4;4;4;3;4;3;3;24;27;20;26;31;17;10;22;40;15;2,66666666666667;2,7;2;2,6;3,1;2,83333333333333;1,66666666666667;3,66666666666667;3,25;1,875;3,33333333333333
540;13;,85;30;4;13;2;1;1;6; ;1;2; ;4;3;4;4; ; ;1; ;1;2;1;1;1;1;1;7;1;2;1;2;2;2;1;2;2;2;3;5;4;5;5;4;5;5;5;4;4;3;3;2;1;1;3;2;3;4;2;3;1;1;3;2;1;1;1;2;4;3;1;2;2;3;2;3;2;2;2;3;2;1;3;2;2;3;3;3;4;4;4;4;4;4;4;4;4;3;2;3;3;2;3;3;2;3;3;3;2;1;1;3;2;3;1;1;2;1;2;1;3;4;4;3;3;3;1;4;4;4;14;24;24;39;27;12;8;20;52;19;1,55555555555556;2,4;2,4;3,9;2,7;2;1,33333333333333;3,33333333333333;3,25;2,375;4,33333333333333
587;13;,74;26;4;13;2;1;2;8;Eventmanagement, Versicherubgsbranche;2;4; ;5;3;5;4; ;Es wird vieles davon schon angeboten :) Schulungen, Zugänge, use-cases;1; ;1;1;1;2;1;1;1;4;1;2;1;1;1;2;1;1;2;2;4;5;2;5;4;4;4;2;5;2;4;4;5;4;5;4;4;4;4;4;2;3;4;3;2;3;3;2;2;2;4;3;4;4;3;1;3;2;2;1;4;4;4;4;4;3;2;1;4;3;3;3;3;4;4;4;3;2;4;4;2;1;2;2;2;3;1;2;2;2;2;3;1;2;3;1;1;2;1;1;3;1;4;4;1;4;1;3;4;2;3;4;24;27;33;34;19;12;9;17;45;34;2,66666666666667;2,7;3,3;3,4;1,9;2;1,5;2,83333333333333;3,25;4,25;3,75
606;13;1,3;34;4;13;2;1;1;3; ;1;2; ;2;3;1;1; ; ;1; ;1;2;1;1;1;1;1; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;2;5;1;4;4;3;3;4;4;3;4;4;4;2;4;1;1;3;1;4;2;3;3;2;1;4;3;2;3;3;1;2;2;4;3;3;3;1;4;1;1;4;3;2;2;4;4;1;2;2;3;4;2;4;2;1;1;4;4;1;2;3;1;2;1;2;4;2;2;3;4;1;4;4;4;33;24;23;27;26;16;10;17;12;15;3,66666666666667;2,4;2,3;2,7;2,6;2,66666666666667;1,66666666666667;2,83333333333333;3,25;1,875;1
611;13;1,13;32;4;13;2;1;1;5; ;2;4; ;4;3;3;4; ; ;1; ;1;2;1;1;1;1;1;3;1;2;1;1;1;2;1;1;1;2;1;5;4;5;5;4;5;5;5;4;4;5;4;1;2;5;2;2;5;1;4;4;3;4;2;3;4;3;3;4;3;3;1;1;2;4;1;2;1;4;4;4;4;3;3;3;4;4;3;2;4;4;3;4;3;4;2;2;4;2;1;1;2;3;3;3;1;3;2;2;3;3;2;3;3;4;2;2;1;1;3;1;2;3;2;2;1;3;2;4;3;4;32;22;34;32;21;18;10;13;52;22;3,55555555555556;2,2;3,4;3,2;2,1;3;1,66666666666667;2,16666666666667;3,25;2,75;4,33333333333333
631;13;1,71;25;4;13;2;1;1;7; ;1;5;Bankfachwirt;1; ;1;4; ;Keine Implementierung von KI;1;1;1;1;1;2;1;1;1; ; ; ; ; ; ; ; ; ; ; ;1;2;2;1;1;2;4;1;3;2;1;1;2;2;2;5;1;1;1;3;2;3;1;1;4;4;2;3;4;4;4;4;1;3;4;2;4;4;2;3;2;3;3;2;1;1;1;3;2;3;4;4;3;3;2;4;3;2;3;4;2;2;2;2;3;2;1;1;1;2;4;2;1;1;3;1;4;3;2;2;3;2;3;3;3;3;2;3;3;4;3;3;24;31;21;32;18;12;16;17;21;17;2,66666666666667;3,1;2,1;3,2;1,8;2;2,66666666666667;2,83333333333333;3,25;2,125;1,75
636;13;1,54;35;4;13;2;1;1;8;Chemie;1;3; ;3;3;1;2; ;Solange es keine EU basierten Lösungen gibt, hat eine KI Anwendung in einem Europäischen Unternehmen nichts zu suchen. Stichwort Industriespionage;1; ;1;1;1;2;1;1;1; ; ; ; ; ; ; ; ; ; ; ;5;4;1;4;2;2;5;5;5;4;4;1;4;4;5;5;5;5;5;1;4;4;3;4;3;4;3;3;4;4;2;2;1;2;3;1;2;1;1;3;3;3;3;2;3;3;4;3;3;4;3;4;3;4;2;4;3;1;3;3;2;2;2;2;2;2;1;3;2;2;3;3;1;3;2;2;3;2;2;2;2;3;3;3;2;3;3;3;2;4;3;4;33;18;31;30;20;14;14;17;42;34;3,66666666666667;1,8;3,1;3;2;2,33333333333333;2,33333333333333;2,83333333333333;3,25;4,25;3,5
651;13;1,09;34;4;13;2;1;1;8;Dienstleistung;2;2; ;5;3;5;3; ; ;3; ;2;1;2;1;2;1;1;9;2;2;2;2;2;2;1;2;2;2;4;5;4;5;5;4;5;4;5;5;3;5;4;3;4;4;2;4;4;3;4;4;2;2;3;3;2;3;1;4;3;3;2;3;3;2;4;3;2;2;3;2;3;3;3;3;2;1;3;3;4;4;4;3;2;4;2;3;2;3;3;2;2;4;4;3;3;3;2;2;3;3;2;3;4;2;2;3;4;2;3;1;4;4;3;3;4;4;3;3;3;4;25;27;26;31;28;17;15;22;54;28;2,77777777777778;2,7;2,6;3,1;2,8;2,83333333333333;2,5;3,66666666666667;3,25;3,5;4,5
663;13;1,26;29;4;13;2;1;1;4; ;1;4; ;4;1;2;3; ; ;1; ;1;1;2;1;1;1;1;2;1;1;1;1;1;2;1;1;2;1;2;3;3;5;4;3;4;2;4;3;4;3;4;2;4;4;3;5;4;3;2;3;4;2;3;2;2;1;2;2;3;2;1;3;3;1;1;2;2;1;3;3;3;2;2;3;4;2;2;2;3;4;3;3;2;4;2;3;3;3;2;3;2;2;3;2;3;3;3;4;1;1;1;2;1;3;1;1;1;1;1;1;3;3;2;2;3;3;3;4;2;4;20;19;26;30;27;9;6;16;40;29;2,22222222222222;1,9;2,6;3;2,7;1,5;1;2,66666666666667;3,25;3,625;3,33333333333333
673;13;1,58;30;4;13;2;1;1;6; ;1;4; ;5;3;5;2; ; ;4; ;2;1;1;1;2;2;2;7;2;2;2;2;1;2;1;1;2;2;4;4;3;5;5;4;5;4;5;5;4;5;4;4;4;4;4;5;4;4;4;4;2;3;4;4;2;3;3;4;2;2;1;1;2;1;2;1;2;2;4;4;4;4;4;4;3;1;4;3;3;3;3;2;3;4;2;2;3;3;2;1;1;1;2;1;1;2;2;1;3;3;2;4;4;2;2;3;3;2;4;2;1;2;1;1;1;2;3;3;3;4;29;16;35;28;14;18;16;8;53;33;3,22222222222222;1,6;3,5;2,8;1,4;3;2,66666666666667;1,33333333333333;3,25;4,125;4,41666666666667
704;13;,91;31;4;13;2;1;1;8;Papier;2;3; ;5;3;5;3;Zu Aufbau von neuem Wissen( effiziente Einarbeitung in neuen Themenfelder);Optimierung der Prozesse (Sortierung von Outlook und Priorisierung meiner Arbeitsleistung, einem Künstlichen KI Kollegen den ich selbst trainieren kann das meine neuen Kollegen mir nicht so oft Fragen stellen die mein KI Agent beantworten könnte.;5; ;1;1;2;2;2;2;2;9;2;2;2;2;1;2;2;2;2;2;5;5;5;5;5;5;5;5;5;4;5;5;4;3;5;3;5;5;5;5;4;4;2;4;3;4;2;3;4;4;4;3;1;3;4;2;2;1;2;2;4;3;4;3;2;2;1;1;4;4;3;4;4;4;3;4;3;4;4;4;1;2;2;2;3;1;1;1;2;1;4;2;1;2;4;1;1;3;3;1;4;1;2;2;3;4;3;2;4;3;3;3;31;24;28;37;16;14;13;16;59;35;3,44444444444444;2,4;2,8;3,7;1,6;2,33333333333333;2,16666666666667;2,66666666666667;3,25;4,375;4,91666666666667
712;13;1,29;30;4;13;2;1;1;8;Baugewerbe;2;3; ;2;1;2;3; ; ;1; ;1;2;1;1;1;1;1;2;2;1;1;1;1;2;1;1;1;1;3;5;5;5;5;5;5;4;5;4;4;5;2;3;1;3;1;2;5;2;1;3;1;1;1;3;2;1;2;4;4;3;2;2;2;2;2;3;2;3;3;4;4;3;2;2;3;2;4;4;3;4;4;3;2;4;2;4;3;4;1;3;2;3;2;1;3;2;1;2;2;3;1;1;2;2;1;2;4;1;3;1;4;3;4;4;1;1;3;4;3;3;18;25;31;33;20;11;12;17;55;19;2;2,5;3,1;3,3;2;1,83333333333333;2;2,83333333333333;3,25;2,375;4,58333333333333
748;13;,95;27;4;13;2;1;1;8;Kunststoffverarbeitung;1;2; ;2;4;3;3; ; ;3; ;2;1;2;1;2;1;1;3;1;2;1;1;1;2;1;1;1;2;5;4;2;5;4;4;4;3;5;2;1;4;3;1;4;3;2;3;2;3;3;3;2;3;3;2;2;3;2;2;3;3;2;2;3;3;3;3;2;3;2;2;2;1;1;2;1;1;2;2;4;3;3;4;2;3;3;3;3;3;3;3;4;2;4;3;3;3;3;3;2;2;1;2;3;1;1;1;2;1;1;1;4;4;3;4;3;3;3;4;3;3;22;27;16;31;31;11;7;21;43;21;2,44444444444444;2,7;1,6;3,1;3,1;1,83333333333333;1,16666666666667;3,5;3,25;2,625;3,58333333333333
751;13;,77;24;4;13;2;1;1;6; ;1;2; ;3;1;2;3; ; ;2; ;1;1;1;1;2;1;2;3;2;1;1;1;1;2;1;1;1;2;4;5;3;5;4;4;5;4;5;3;1;4;2;1;2;3;1;1;3;1;2;3;2;2;2;3;2;2;3;4;3;3;3;2;3;2;3;2;2;1;3;2;3;2;1;2;3;2;1;1;3;3;3;4;2;4;2;3;3;2;3;3;3;3;4;2;3;3;2;4;3;3;2;2;3;2;1;2;2;2;1;1;3;4;4;4;4;3;2;4;3;4;23;24;20;29;30;15;9;22;47;14;2,55555555555556;2,4;2;2,9;3;2,5;1,5;3,66666666666667;3,25;1,75;3,91666666666667
771;13;1,06;32;4;13;2;1;1;7; ;1;5;Bachelor;4;1;2;2; ; ;1; ;1;1;1;1;1;1;2;2;1;1;1;1;1;2;1;1;1;2;1;4;1;5;5;1;4;4;5;4;4;4;5;2;5;1;2;5;5;5;4;4;1;4;4;4;1;1;1;3;4;3;2;2;1;1;1;4;2;1;4;3;4;1;4;1;2;1;4;4;3;4;4;4;4;3;2;3;3;3;1;1;2;3;4;1;1;3;1;2;3;4;4;1;4;3;1;1;3;1;3;1;1;4;3;4;4;4;3;3;3;4;23;21;28;33;19;19;10;20;42;30;2,55555555555556;2,1;2,8;3,3;1,9;3,16666666666667;1,66666666666667;3,33333333333333;3,25;3,75;3,5
811;13;1,35;35;4;13;2;1;1;6; ;1;3; ;4;2;3;2; ; ;1; ;1;1;1;1;2;1;1;2;1;1;2;1;1;1;1;1;1;2;4;5;5;5;5;5;5;5;5;5;5;5;4;4;3;1;1;4;5;1;2;3;2;2;1;2;1;1;1;2;4;3;2;3;3;2;4;2;1;1;3;3;2;2;3;2;2;1;3;4;4;4;3;4;2;4;3;3;4;3;3;2;2;3;2;1;1;2;1;3;2;3;1;3;1;1;1;1;1;1;2;1;4;4;1;4;2;4;3;4;3;3;16;25;25;34;20;11;7;19;59;23;1,77777777777778;2,5;2,5;3,4;2;1,83333333333333;1,16666666666667;3,16666666666667;3,25;2,875;4,91666666666667
927;13;1,2;30;4;13;2;1;1;3; ;1;2; ;3;2;1;1; ; ;2; ;1;1;2;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ;1;3;4;4;4;3;4;1;4;2;4;3;2;2;3;4;4;4;4;3;3;3;1;2;4;3;4;3;3;4;3;4;2;3;3;1;3;2;2;2;4;4;4;4;3;3;4;4;4;3;3;3;3;4;3;3;2;3;4;3;1;2;2;3;2;2;2;2;3;2;3;3;2;3;3;3;2;3;2;2;2;2;3;3;2;3;3;3;3;4;3;3;26;25;37;31;21;17;13;17;37;26;2,88888888888889;2,5;3,7;3,1;2,1;2,83333333333333;2,16666666666667;2,83333333333333;3,25;3,25;3,08333333333333
940;13;1,55;43;4;13;2;1;2;6; ;1;2; ;1; ;2;3; ; ;3;2;2;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;2;2;4;2;2;2;2;2;2;4;2;2;2;2;2;2;4;2;2;3;3;3;3;2;2;1;3;3;3;2;3;3;3;3;3;2;4;3;3;2;3;3;2;2;2;3;3;2;1;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;2;2;2;2;2;2;2;2;1;1;2;2;4;3;3;3;3;3;3;4;3;3;24;29;22;30;31;12;10;19;28;20;2,66666666666667;2,9;2,2;3;3,1;2;1,66666666666667;3,16666666666667;3,25;2,5;2,33333333333333
461;13;1,1;33;4;14;2;1;1;4; ;2;4; ;4;1;4;2; ; ;2; ;1;1;2;1;2;1;1;3;1;1;2;1;1;2;1;1;2;1;2;4;3;4;4;4;5;2;4;4;4;5;5;3;5;4;5;4;4;4;1;3;2;3;4;3;2;3;1;1;3;3;1;3;3;4;3;2;3;2;3;3;2;3;3;2;2;1;2;2;3;3;3;2;3;3;2;3;3;2;1;2;2;2;4;2;2;2;3;2;4;3;2;3;4;2;2;3;3;2;4;2;3;3;3;3;4;2;3;3;4;4;19;27;23;27;22;18;16;18;45;34;2,11111111111111;2,7;2,3;2,7;2,2;3;2,66666666666667;3;3,5;4,25;3,75
881;13;,91;32;4;14;2;1;1;1; ;2;4; ;3;2;2;3; ; ;4; ;2;1;2;1;1;2;2;5;2;2;2;1;1;2;1;1;2;1;1;3;3;5;4;4;4;4;5;4;4;4;4;4;4;4;4;4;4;4;2;3;2;1;3;3;1;1;1;2;2;2;2;2;3;2;2;2;3;2;2;3;2;3;2;2;3;3;3;2;3;3;3;3;2;3;2;2;3;3;2;3;3;2;2;2;2;3;2;3;2;2;3;3;2;3;1;2;2;2;2;2;3;3;3;3;2;3;4;4;3;3;16;22;25;27;24;15;11;17;45;32;1,77777777777778;2,2;2,5;2,7;2,4;2,5;1,83333333333333;2,83333333333333;3,5;4;3,75
894;13;,93;27;4;14;2;1;1;4; ;1;4; ;5;3;5;4; ; ;3; ;1;1;2;1;2;1;2;5;1;2;1;1;1;2;1;2;2;2;3;5;2;5;5;4;5;4;5;5;5;5;3;2;4;4;4;4;4;5;4;4;4;3;1;4;1;2;2;3;4;4;2;3;3;3;3;2;2;2;4;3;4;2;4;3;4;3;3;3;4;4;4;3;3;4;2;3;4;3;2;2;3;3;4;2;1;3;2;3;2;2;2;2;2;1;1;2;1;2;1;1;2;4;2;2;1;1;3;3;4;4;27;28;33;34;25;11;8;12;53;30;3;2,8;3,3;3,4;2,5;1,83333333333333;1,33333333333333;2;3,5;3,75;4,41666666666667
939;13;1,66;56;4;14;2;1;1;4; ;2;4; ;3;2;5;3; ; ;1; ;1;1;1;1;1;1;2;3;1;1;2;1;1;2;1;1;1;2;5;5;5;5;5;5;5;5;5;5;5;5;3;4;4;4;2;5;4;3;2;3;1;1;3;2;1;1;2;4;4;4;1;2;3;4;4;4;2;3;2;2;1;4;1;3;1;1;4;3;4;4;4;4;2;4;1;4;4;2;4;4;4;4;4;3;3;3;3;4;4;4;3;4;4;1;4;4;3;2;4;2;4;4;4;4;4;4;2;4;4;4;17;31;22;33;36;20;19;24;60;29;1,88888888888889;3,1;2,2;3,3;3,6;3,33333333333333;3,16666666666667;4;3,5;3,625;5
290;13;2,37;31;4;15;2;1;2;6; ;1;2; ;5;3;4;3; ; ;5; ;2;1;2;1;2;2;2;4;1;2;1;2;1;2;1;1;1;2;4;4;4;4;4;4;4;4;4;4;4;4;4;2;4;4;3;4;4;4;3;3;2;2;1;3;2;2;1;3;3;3;3;2;2;3;3;3;2;2;3;3;3;2;3;3;3;1;3;3;3;3;3;4;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;1;2;1;2;1;1;3;3;3;3;3;4;4;4;4;3;21;26;27;30;30;17;8;19;48;29;2,33333333333333;2,6;2,7;3;3;2,83333333333333;1,33333333333333;3,16666666666667;3,75;3,625;4
511;13;1,64;25;4;15;2;1;2;2; ;1;2; ;4;2;4;1; ; ;4; ;2;1;2;1;2;1;2;3;1;1;2;1;1;2;1;1;1;2;4;4;2;4;5;4;4;4;4;2;3;4;3;2;5;3;3;3;3;4;3;3;4;2;3;3;4;3;2;3;2;3;2;3;3;1;2;3;3;2;3;3;3;3;3;4;4;1;4;4;4;3;4;3;3;3;2;3;3;3;2;3;3;3;2;3;2;3;3;3;3;3;3;3;3;3;2;2;2;3;3;1;4;4;3;4;3;4;3;4;4;4;27;24;32;31;27;18;13;22;44;26;3;2,4;3,2;3,1;2,7;3;2,16666666666667;3,66666666666667;3,75;3,25;3,66666666666667
676;13;1,29;30;4;15;2;1;1;6; ;1;4; ;5;3;4;1; ; ;5; ;2;1;2;1;2;2;2;7;1;2;2;2;2;2;1;2;1;2;5;5;5;5;5;5;5;5;5;3;5;5;1;3;3;3;3;3;3;3;4;3;4;3;4;4;1;2;4;4;3;4;3;3;4;1;3;1;3;2;3;1;3;1;2;2;2;1;1;1;1;3;3;4;2;3;2;2;1;1;1;1;3;2;2;1;1;2;1;1;4;3;2;3;1;1;1;3;3;2;3;1;2;2;1;3;1;1;4;4;3;4;29;27;17;22;15;14;13;10;58;22;3,22222222222222;2,7;1,7;2,2;1,5;2,33333333333333;2,16666666666667;1,66666666666667;3,75;2,75;4,83333333333333
793;13;1,57;27;4;15;2;1;2;1; ;2;2; ;4;2;3;3; ; ;1; ;1;1;1;1;2;1;1;3;1;1;1;2;1;2;1;1;1;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;4;3;4;3;3;4;2;4;4;3;3;3;3;3;2;3;2;1;4;4;4;2;4;4;3;1;4;4;4;4;4;3;4;4;3;4;4;4;3;3;3;3;3;4;3;3;3;3;4;4;2;2;3;1;1;1;1;1;1;1;4;1;3;4;2;3;4;4;3;4;30;27;34;38;31;16;6;17;36;24;3,33333333333333;2,7;3,4;3,8;3,1;2,66666666666667;1;2,83333333333333;3,75;3;3
859;13;,85;48;4;15;2;1;1;8;Energiewirtschaft;2;4; ;4;2;4;4; ; ;2; ;1;1;2;1;1;1;2;3;1;2;1;1;1;2;1;1;1;2;5;4;3;5;4;4;4;4;5;5;2;5;1;4;3;2;1;3;4;3;2;3;4;1;3;3;3;2;3;3;3;3;3;4;4;4;3;4;3;3;4;4;4;3;4;4;4;3;4;4;4;4;4;4;3;4;3;3;4;4;1;2;2;3;3;2;1;1;2;1;3;2;2;2;3;3;2;1;2;1;3;4;3;4;4;4;3;3;4;3;4;4;24;34;38;37;18;15;13;21;50;21;2,66666666666667;3,4;3,8;3,7;1,8;2,5;2,16666666666667;3,5;3,75;2,625;4,16666666666667
893;13;,74;42;4;15;2;1;2;7; ;2;4; ;4;2;3;2; ; ;2; ;1;1;1;1;2;1;2;1;1;1;1;1;1;2;1;1;1;1;2;5;3;4;4;4;4;4;5;3;4;4;4;2;2;4;2;4;4;4;2;4;2;3;2;4;2;2;2;3;3;3;3;3;2;2;3;3;3;2;3;3;3;2;3;3;2;2;3;4;4;4;4;4;4;4;4;3;4;3;2;3;4;4;2;2;2;3;2;3;4;4;3;4;3;1;2;3;3;3;4;2;2;4;3;3;2;3;4;3;4;4;24;27;28;38;27;19;17;17;46;26;2,66666666666667;2,7;2,8;3,8;2,7;3,16666666666667;2,83333333333333;2,83333333333333;3,75;3,25;3,83333333333333
934;13;1,62;38;4;15;2;1;1;1; ;2;4; ;4;2;5;2; ; ;3; ;1;1;1;1;2;2;2;2;1;1;1;1;1;2;1;1;1;2;5;4;5;5;5;5;5;5;5;4;2;5;4;2;4;2;2;5;2;2;3;3;2;3;2;3;3;2;1;3;3;3;1;3;3;3;3;3;2;2;3;3;3;2;3;3;3;2;2;3;3;4;3;3;2;3;2;2;3;2;3;3;3;3;3;3;3;3;3;4;2;2;2;2;2;3;1;2;2;2;2;1;3;4;3;3;2;3;3;4;4;4;23;26;27;27;31;13;10;18;55;23;2,55555555555556;2,6;2,7;2,7;3,1;2,16666666666667;1,66666666666667;3;3,75;2,875;4,58333333333333
686;13;1,21;36;4;16;2;1;1;4; ;2;4; ;5;3;5;3; ; ;3; ;1;1;2;1;2;1;2;7;2;2;2;2;1;2;1;1;2;2;5;5;5;5;5;5;5;5;5;5;4;5;5;4;5;1;4;5;5;2;4;4;4;4;4;4;4;3;3;4;4;3;1;4;1;1;4;3;2;3;4;4;4;2;4;4;4;3;4;4;4;4;4;3;3;4;3;3;4;4;1;1;1;2;3;1;1;1;2;1;4;2;1;2;4;1;1;3;2;2;4;1;2;1;1;1;1;3;4;4;4;4;34;26;37;36;14;14;13;9;59;31;3,77777777777778;2,6;3,7;3,6;1,4;2,33333333333333;2,16666666666667;1,5;4;3,875;4,91666666666667
703;13;1,49;36;4;16;2;1;1;1; ;1;4; ;4;3;4;2; ; ;1; ;1;1;1;1;1;1;2;3;1;1;2;1;1;2;1;1;1;2;5;5;4;5;5;4;4;4;4;4;4;4;4;4;5;4;4;4;4;4;4;3;3;3;3;3;3;2;3;3;3;3;3;3;4;2;2;4;4;3;3;2;3;3;3;3;1;4;4;3;3;3;2;2;2;3;2;2;2;2;1;2;1;2;1;1;2;2;2;1;3;3;3;3;3;2;3;3;3;3;3;2;2;2;2;2;2;2;4;4;4;4;27;31;29;23;15;17;17;12;52;33;3;3,1;2,9;2,3;1,5;2,83333333333333;2,83333333333333;2;4;4,125;4,33333333333333
765;13;,77;44;4;16;2;1;1;6; ;1;4; ;5;4;4;1;Textabgleich, Zusammenfassungen, LLM für Spezifikationen;Eine Strategie, wie KI implementiert werden soll;6; ;2;1;2;2;2;2;2;6;2;2;2;1;2;1;2;1;1;2;4;5;3;5;5;3;5;5;5;4;4;5;2;1;2;4;1;1;3;1;3;4;1;3;4;4;4;4;4;4;3;3;2;3;4;1;3;3;2;1;3;3;2;3;4;4;2;2;4;4;4;4;4;2;4;4;2;2;4;2;1;1;3;3;3;2;1;2;2;1;4;3;3;3;4;3;3;4;3;3;4;4;2;3;3;2;3;2;4;4;4;4;31;25;31;32;19;20;21;15;53;15;3,44444444444444;2,5;3,1;3,2;1,9;3,33333333333333;3,5;2,5;4;1,875;4,41666666666667
